date,symbol,marketcapname,sector
05-02-2021,NLCINDIA,Largecap,Miscellaneous
05-02-2021,ABCAPITAL,Largecap,Finance
05-02-2021,TRIVENI,Midcap,FMCG
05-02-2021,IOB,Largecap,Bank
05-02-2021,NTPC,Largecap,Miscellaneous
05-02-2021,SJVN,Largecap,Miscellaneous
08-02-2021,KARURVYSYA,Midcap,Bank
08-02-2021,RCF,Midcap,Industrials
08-02-2021,GMRINFRA,Largecap,Realty
09-02-2021,SAIL,Largecap,Metals
09-02-2021,ONGC,Largecap,Oils
09-02-2021,TATASTEEL,Largecap,Metals
09-02-2021,USHAMART,Midcap,Metals
09-02-2021,JMFINANCIL,Midcap,Finance
10-02-2021,NMDC,Largecap,Industrials
10-02-2021,IRCON,Largecap,Realty
11-02-2021,IDFC,Midcap,Finance
11-02-2021,ALLCARGO,Smallcap,Services
11-02-2021,NHPC,Largecap,Miscellaneous
12-02-2021,HUDCO,Largecap,Finance
12-02-2021,BCG,Smallcap,I.T
15-02-2021,ADANIPOWER,Largecap,Miscellaneous
15-02-2021,IDFCFIRSTB,Largecap,Bank
16-02-2021,L&TFH,Largecap,Finance
17-02-2021,NMDC,Largecap,Industrials
17-02-2021,IOB,Largecap,Bank
17-02-2021,CENTRALBK,Largecap,Bank
18-02-2021,MRPL,Largecap,Industrials
19-02-2021,HUDCO,Largecap,Finance
19-02-2021,GAIL,Largecap,Industrials
22-02-2021,TRIVENI,Midcap,FMCG
22-02-2021,NETWORK18,Midcap,Media
22-02-2021,MINDACORP,Midcap,Auto
23-02-2021,MMTC,Midcap,Services
23-02-2021,NATIONALUM,Largecap,Metals
24-02-2021,TATASTEEL,Largecap,Metals
25-02-2021,GSFC,Midcap,Industrials
25-02-2021,RCF,Midcap,Industrials
26-02-2021,USHAMART,Midcap,Metals
26-02-2021,HUDCO,Largecap,Finance
26-02-2021,IOC,Largecap,Industrials
26-02-2021,ALLCARGO,Smallcap,Services
26-02-2021,GMRINFRA,Largecap,Realty
26-02-2021,NETWORK18,Midcap,Media
26-02-2021,ADANIPOWER,Largecap,Miscellaneous
02-03-2021,NLCINDIA,Largecap,Miscellaneous
02-03-2021,SUZLON,Largecap,FMCG
03-03-2021,ADANIPOWER,Largecap,Miscellaneous
03-03-2021,IRFC,Largecap,Finance
04-03-2021,ALOKINDS,Midcap,Textiles
04-03-2021,BCG,Smallcap,I.T
04-03-2021,ALLCARGO,Smallcap,Services
05-03-2021,FEDERALBNK,Largecap,Bank
05-03-2021,JAMNAAUTO,Smallcap,Auto
05-03-2021,NHPC,Largecap,Miscellaneous
05-03-2021,EQUITASBNK,Midcap,Bank
08-03-2021,USHAMART,Midcap,Metals
08-03-2021,SJVN,Largecap,Miscellaneous
17-03-2021,JAMNAAUTO,Smallcap,Auto
24-03-2021,IDBI,Largecap,Bank
24-03-2021,RTNINDIA,Midcap,Miscellaneous
31-03-2021,SAIL,Largecap,Metals
31-03-2021,TATASTEEL,Largecap,Metals
01-04-2021,REDINGTON,Midcap,Services
05-04-2021,USHAMART,Midcap,Metals
05-04-2021,NHPC,Largecap,Miscellaneous
05-04-2021,SJVN,Largecap,Miscellaneous
06-04-2021,NMDC,Largecap,Industrials
07-04-2021,NATIONALUM,Largecap,Metals
08-04-2021,CESC,Midcap,Miscellaneous
08-04-2021,GSFC,Midcap,Industrials
09-04-2021,JAMNAAUTO,Smallcap,Auto
09-04-2021,GAIL,Largecap,Industrials
12-04-2021,KARURVYSYA,Midcap,Bank
12-04-2021,TRIVENI,Midcap,FMCG
12-04-2021,CENTRALBK,Largecap,Bank
15-04-2021,IOB,Largecap,Bank
19-04-2021,GSFC,Midcap,Industrials
19-04-2021,NATIONALUM,Largecap,Metals
22-04-2021,NETWORK18,Midcap,Media
23-04-2021,SAIL,Largecap,Metals
26-04-2021,ALOKINDS,Midcap,Textiles
26-04-2021,NHPC,Largecap,Miscellaneous
27-04-2021,USHAMART,Midcap,Metals
28-04-2021,NATIONALUM,Largecap,Metals
28-04-2021,IDFC,Midcap,Finance
28-04-2021,REDINGTON,Midcap,Services
29-04-2021,JAMNAAUTO,Smallcap,Auto
03-05-2021,TATAPOWER,Largecap,Miscellaneous
03-05-2021,GAIL,Largecap,Industrials
03-05-2021,EQUITASBNK,Midcap,Bank
04-05-2021,MMTC,Midcap,Services
05-05-2021,IDBI,Largecap,Bank
05-05-2021,RCF,Midcap,Industrials
05-05-2021,CENTRALBK,Largecap,Bank
07-05-2021,REDINGTON,Midcap,Services
10-05-2021,ADANIPOWER,Largecap,Miscellaneous
11-05-2021,IRCON,Largecap,Realty
14-05-2021,IOB,Largecap,Bank
20-05-2021,JAMNAAUTO,Smallcap,Auto
20-05-2021,NETWORK18,Midcap,Media
21-05-2021,EQUITASBNK,Midcap,Bank
27-05-2021,TTML,Midcap,Telecom
28-05-2021,BCG,Smallcap,I.T
28-05-2021,NETWORK18,Midcap,Media
04-06-2021,RTNINDIA,Midcap,Miscellaneous
07-06-2021,NETWORK18,Midcap,Media
08-06-2021,CESC,Midcap,Miscellaneous
08-06-2021,NLCINDIA,Largecap,Miscellaneous
08-06-2021,NHPC,Largecap,Miscellaneous
09-06-2021,IDBI,Largecap,Bank
09-06-2021,MMTC,Midcap,Services
09-06-2021,RENUKA,Midcap,FMCG
11-06-2021,JAMNAAUTO,Smallcap,Auto
11-06-2021,ALOKINDS,Midcap,Textiles
14-06-2021,NCC,Midcap,Realty
16-06-2021,GMRINFRA,Largecap,Realty
17-06-2021,USHAMART,Midcap,Metals
22-06-2021,CENTRALBK,Largecap,Bank
24-06-2021,HUDCO,Largecap,Finance
28-06-2021,USHAMART,Midcap,Metals
28-06-2021,IDEA,Largecap,Telecom
29-06-2021,IRCON,Largecap,Realty
29-06-2021,NATIONALUM,Largecap,Metals
01-07-2021,IRCON,Largecap,Realty
02-07-2021,SUZLON,Largecap,FMCG
05-07-2021,NCC,Midcap,Realty
05-07-2021,RCF,Midcap,Industrials
08-07-2021,RCF,Midcap,Industrials
08-07-2021,EQUITASBNK,Midcap,Bank
13-07-2021,IDBI,Largecap,Bank
13-07-2021,FEDERALBNK,Largecap,Bank
13-07-2021,JMFINANCIL,Midcap,Finance
13-07-2021,IDFC,Midcap,Finance
14-07-2021,CESC,Midcap,Miscellaneous
14-07-2021,SJVN,Largecap,Miscellaneous
16-07-2021,JAMNAAUTO,Smallcap,Auto
16-07-2021,L&TFH,Largecap,Finance
20-07-2021,USHAMART,Midcap,Metals
20-07-2021,RTNINDIA,Midcap,Miscellaneous
23-07-2021,ALLCARGO,Smallcap,Services
30-07-2021,NATIONALUM,Largecap,Metals
02-08-2021,JAMNAAUTO,Smallcap,Auto
02-08-2021,NHPC,Largecap,Miscellaneous
03-08-2021,RCF,Midcap,Industrials
04-08-2021,FEDERALBNK,Largecap,Bank
10-08-2021,IDBI,Largecap,Bank
13-08-2021,IDBI,Largecap,Bank
16-08-2021,ALLCARGO,Smallcap,Services
16-08-2021,NHPC,Largecap,Miscellaneous
17-08-2021,USHAMART,Midcap,Metals
17-08-2021,GMRINFRA,Largecap,Realty
27-08-2021,IDBI,Largecap,Bank
27-08-2021,ALLCARGO,Smallcap,Services
30-08-2021,JAMNAAUTO,Smallcap,Auto
31-08-2021,CESC,Midcap,Miscellaneous
31-08-2021,NATIONALUM,Largecap,Metals
02-09-2021,BCG,Smallcap,I.T
02-09-2021,EQUITASBNK,Midcap,Bank
03-09-2021,NETWORK18,Midcap,Media
09-09-2021,ALLCARGO,Smallcap,Services
16-09-2021,JAMNAAUTO,Smallcap,Auto
16-09-2021,BCG,Smallcap,I.T
16-09-2021,TTML,Midcap,Telecom
17-09-2021,USHAMART,Midcap,Metals
22-09-2021,ALLCARGO,Smallcap,Services
27-09-2021,IRCON,Largecap,Realty
28-09-2021,IDBI,Largecap,Bank
28-09-2021,ALOKINDS,Midcap,Textiles
28-09-2021,EQUITASBNK,Midcap,Bank
30-09-2021,NETWORK18,Midcap,Media
30-09-2021,NHPC,Largecap,Miscellaneous
01-10-2021,FEDERALBNK,Largecap,Bank
04-10-2021,CESC,Midcap,Miscellaneous
08-10-2021,JAMNAAUTO,Smallcap,Auto
13-10-2021,IDFCFIRSTB,Largecap,Bank
14-10-2021,KARURVYSYA,Midcap,Bank
18-10-2021,CESC,Midcap,Miscellaneous
19-10-2021,HUDCO,Largecap,Finance
22-10-2021,IRCON,Largecap,Realty
26-10-2021,MRPL,Largecap,Industrials
27-10-2021,IDFC,Midcap,Finance
27-10-2021,CENTRALBK,Largecap,Bank
28-10-2021,JAMNAAUTO,Smallcap,Auto
03-11-2021,ALLCARGO,Smallcap,Services
03-11-2021,NETWORK18,Midcap,Media
04-11-2021,IRFC,Largecap,Finance
09-11-2021,KARURVYSYA,Midcap,Bank
09-11-2021,NCC,Midcap,Realty
09-11-2021,USHAMART,Midcap,Metals
09-11-2021,IOC,Largecap,Industrials
10-11-2021,HUDCO,Largecap,Finance
10-11-2021,SJVN,Largecap,Miscellaneous
11-11-2021,RCF,Midcap,Industrials
11-11-2021,IRCON,Largecap,Realty
11-11-2021,BCG,Smallcap,I.T
12-11-2021,RENUKA,Midcap,FMCG
17-11-2021,NHPC,Largecap,Miscellaneous
23-11-2021,IDEA,Largecap,Telecom
26-11-2021,IOB,Largecap,Bank
26-11-2021,RENUKA,Midcap,FMCG
26-11-2021,CENTRALBK,Largecap,Bank
03-12-2021,SUZLON,Largecap,FMCG
06-12-2021,GMRINFRA,Largecap,Realty
07-12-2021,NHPC,Largecap,Miscellaneous
08-12-2021,RENUKA,Midcap,FMCG
09-12-2021,USHAMART,Midcap,Metals
09-12-2021,NATIONALUM,Largecap,Metals
10-12-2021,IDBI,Largecap,Bank
10-12-2021,IRCON,Largecap,Realty
10-12-2021,NETWORK18,Midcap,Media
10-12-2021,SJVN,Largecap,Miscellaneous
10-12-2021,RTNINDIA,Midcap,Miscellaneous
13-12-2021,FEDERALBNK,Largecap,Bank
14-12-2021,CESC,Midcap,Miscellaneous
23-12-2021,SUZLON,Largecap,FMCG
27-12-2021,ALLCARGO,Smallcap,Services
27-12-2021,SJVN,Largecap,Miscellaneous
28-12-2021,GMRINFRA,Largecap,Realty
30-12-2021,RENUKA,Midcap,FMCG
03-01-2022,USHAMART,Midcap,Metals
04-01-2022,NHPC,Largecap,Miscellaneous
06-01-2022,CENTRALBK,Largecap,Bank
07-01-2022,ALOKINDS,Midcap,Textiles
07-01-2022,IDEA,Largecap,Telecom
07-01-2022,RTNINDIA,Midcap,Miscellaneous
18-01-2022,MMTC,Midcap,Services
31-01-2022,MRPL,Largecap,Industrials
31-01-2022,IOB,Largecap,Bank
01-02-2022,KARURVYSYA,Midcap,Bank
01-02-2022,CENTRALBK,Largecap,Bank
02-02-2022,GAIL,Largecap,Industrials
02-02-2022,IDFC,Midcap,Finance
03-02-2022,IDFCFIRSTB,Largecap,Bank
07-02-2022,IDBI,Largecap,Bank
07-02-2022,USHAMART,Midcap,Metals
07-02-2022,GMRINFRA,Largecap,Realty
07-02-2022,SJVN,Largecap,Miscellaneous
08-02-2022,NLCINDIA,Largecap,Miscellaneous
08-02-2022,RENUKA,Midcap,FMCG
08-02-2022,ALLCARGO,Smallcap,Services
10-02-2022,NETWORK18,Midcap,Media
10-02-2022,SJVN,Largecap,Miscellaneous
14-02-2022,USHAMART,Midcap,Metals
10-03-2022,RENUKA,Midcap,FMCG
17-03-2022,FEDERALBNK,Largecap,Bank
28-03-2022,NLCINDIA,Largecap,Miscellaneous
04-04-2022,IOC,Largecap,Industrials
05-04-2022,SUZLON,Largecap,FMCG
06-04-2022,RENUKA,Midcap,FMCG
27-04-2022,L&TFH,Largecap,Finance
29-04-2022,CESC,Midcap,Miscellaneous
17-05-2022,EQUITASBNK,Midcap,Bank
19-05-2022,MRPL,Largecap,Industrials
31-05-2022,NHPC,Largecap,Miscellaneous
02-06-2022,RENUKA,Midcap,FMCG
28-06-2022,FEDERALBNK,Largecap,Bank
29-06-2022,NHPC,Largecap,Miscellaneous
30-06-2022,RENUKA,Midcap,FMCG
28-07-2022,RECLTD,Largecap,Finance
01-08-2022,RENUKA,Midcap,FMCG
01-08-2022,NHPC,Largecap,Miscellaneous
01-08-2022,RTNINDIA,Midcap,Miscellaneous
02-08-2022,IDFC,Midcap,Finance
02-08-2022,SJVN,Largecap,Miscellaneous
16-08-2022,HUDCO,Largecap,Finance
18-08-2022,RTNINDIA,Midcap,Miscellaneous
25-08-2022,ALLCARGO,Smallcap,Services
25-08-2022,IDFCFIRSTB,Largecap,Bank
26-08-2022,IDFC,Midcap,Finance
26-08-2022,L&TFH,Largecap,Finance
29-08-2022,KARURVYSYA,Midcap,Bank
29-08-2022,IDBI,Largecap,Bank
29-08-2022,NLCINDIA,Largecap,Miscellaneous
30-08-2022,NHPC,Largecap,Miscellaneous
30-08-2022,SJVN,Largecap,Miscellaneous
02-09-2022,IRCON,Largecap,Realty
06-09-2022,NETWORK18,Midcap,Media
06-09-2022,IDFCFIRSTB,Largecap,Bank
07-09-2022,UJJIVANSFB,Midcap,Bank
08-09-2022,CESC,Midcap,Miscellaneous
12-09-2022,GPPL,Midcap,Industrials
16-09-2022,IDBI,Largecap,Bank
19-09-2022,NHPC,Largecap,Miscellaneous
22-09-2022,CENTRALBK,Largecap,Bank
23-09-2022,NMDC,Largecap,Industrials
23-09-2022,NHPC,Largecap,Miscellaneous
07-10-2022,NMDC,Largecap,Industrials
07-10-2022,IRCON,Largecap,Realty
07-10-2022,IDFC,Midcap,Finance
07-10-2022,IDFCFIRSTB,Largecap,Bank
10-10-2022,UJJIVANSFB,Midcap,Bank
10-10-2022,RTNINDIA,Midcap,Miscellaneous
11-10-2022,IDBI,Largecap,Bank
13-10-2022,L&TFH,Largecap,Finance
18-10-2022,NMDC,Largecap,Industrials
18-10-2022,NHPC,Largecap,Miscellaneous
19-10-2022,KARURVYSYA,Midcap,Bank
20-10-2022,IDBI,Largecap,Bank
20-10-2022,SUZLON,Largecap,FMCG
21-10-2022,NCC,Midcap,Realty
21-10-2022,RCF,Midcap,Industrials
21-10-2022,ALLCARGO,Smallcap,Services
25-10-2022,CENTRALBK,Largecap,Bank
27-10-2022,ALLCARGO,Smallcap,Services
28-10-2022,IRCON,Largecap,Realty
28-10-2022,SJVN,Largecap,Miscellaneous
01-11-2022,ALLCARGO,Smallcap,Services
01-11-2022,EQUITASBNK,Midcap,Bank
02-11-2022,GPPL,Midcap,Industrials
04-11-2022,UJJIVANSFB,Midcap,Bank
07-11-2022,JMFINANCIL,Midcap,Finance
07-11-2022,NHPC,Largecap,Miscellaneous
09-11-2022,IDBI,Largecap,Bank
09-11-2022,RTNINDIA,Midcap,Miscellaneous
14-11-2022,ALLCARGO,Smallcap,Services
14-11-2022,NHPC,Largecap,Miscellaneous
16-11-2022,NCC,Midcap,Realty
21-11-2022,IOB,Largecap,Bank
24-11-2022,GMRINFRA,Largecap,Realty
25-11-2022,NLCINDIA,Largecap,Miscellaneous
28-11-2022,UJJIVANSFB,Midcap,Bank
28-11-2022,SUZLON,Largecap,FMCG
28-11-2022,SJVN,Largecap,Miscellaneous
28-11-2022,L&TFH,Largecap,Finance
28-11-2022,EQUITASBNK,Midcap,Bank
29-11-2022,JMFINANCIL,Midcap,Finance
29-11-2022,RENUKA,Midcap,FMCG
29-11-2022,RTNINDIA,Midcap,Miscellaneous
01-12-2022,IDFC,Midcap,Finance
02-12-2022,SAIL,Largecap,Metals
02-12-2022,UJJIVANSFB,Midcap,Bank
02-12-2022,IDFCFIRSTB,Largecap,Bank
07-12-2022,CENTRALBK,Largecap,Bank
08-12-2022,IOB,Largecap,Bank
13-12-2022,NCC,Midcap,Realty
15-12-2022,GAIL,Largecap,Industrials
15-12-2022,IDFC,Midcap,Finance
15-12-2022,GPPL,Midcap,Industrials
15-12-2022,IDFCFIRSTB,Largecap,Bank
16-12-2022,HUDCO,Largecap,Finance
20-12-2022,HUDCO,Largecap,Finance
20-12-2022,RENUKA,Midcap,FMCG
03-01-2023,SAIL,Largecap,Metals
03-01-2023,NCC,Midcap,Realty
03-01-2023,EQUITASBNK,Midcap,Bank
04-01-2023,GAIL,Largecap,Industrials
04-01-2023,IDFC,Midcap,Finance
04-01-2023,RENUKA,Midcap,FMCG
04-01-2023,IDFCFIRSTB,Largecap,Bank
05-01-2023,IOC,Largecap,Industrials
05-01-2023,UJJIVANSFB,Midcap,Bank
09-01-2023,IDBI,Largecap,Bank
09-01-2023,GAIL,Largecap,Industrials
10-01-2023,L&TFH,Largecap,Finance
16-01-2023,IRCON,Largecap,Realty
16-01-2023,GMRINFRA,Largecap,Realty
03-02-2023,UJJIVANSFB,Midcap,Bank
06-02-2023,IDFC,Midcap,Finance
07-02-2023,IDFCFIRSTB,Largecap,Bank
09-02-2023,NCC,Midcap,Realty
10-02-2023,GPPL,Midcap,Industrials
10-02-2023,L&TFH,Largecap,Finance
10-02-2023,EQUITASBNK,Midcap,Bank
22-02-2023,SAIL,Largecap,Metals
24-02-2023,GAIL,Largecap,Industrials
02-03-2023,NATIONALUM,Largecap,Metals
03-03-2023,SAIL,Largecap,Metals
08-03-2023,NCC,Midcap,Realty
08-03-2023,IOC,Largecap,Industrials
09-03-2023,L&TFH,Largecap,Finance
31-03-2023,SJVN,Largecap,Miscellaneous
05-04-2023,GMRINFRA,Largecap,Realty
10-04-2023,EQUITASBNK,Midcap,Bank
04-05-2023,EQUITASBNK,Midcap,Bank
12-05-2023,NATIONALUM,Largecap,Metals
18-05-2023,SUZLON,Largecap,FMCG
19-05-2023,IDBI,Largecap,Bank
23-05-2023,NLCINDIA,Largecap,Miscellaneous
26-05-2023,NSLNISP,Midcap,Metals
29-05-2023,NATIONALUM,Largecap,Metals
29-05-2023,IDFC,Midcap,Finance
29-05-2023,ZOMATO,Largecap,I.T
29-05-2023,IDFCFIRSTB,Largecap,Bank
05-06-2023,IOB,Largecap,Bank
05-06-2023,CENTRALBK,Largecap,Bank
06-06-2023,HUDCO,Largecap,Finance
08-06-2023,ALLCARGO,Smallcap,Services
08-06-2023,IDEA,Largecap,Telecom
08-06-2023,NHPC,Largecap,Miscellaneous
08-06-2023,SJVN,Largecap,Miscellaneous
14-06-2023,UJJIVANSFB,Midcap,Bank
15-06-2023,GMRINFRA,Largecap,Realty
15-06-2023,IDFCFIRSTB,Largecap,Bank
16-06-2023,IOC,Largecap,Industrials
19-06-2023,MRPL,Largecap,Industrials
21-06-2023,NETWORK18,Midcap,Media
21-06-2023,CENTRALBK,Largecap,Bank
04-07-2023,IDBI,Largecap,Bank
04-07-2023,IOB,Largecap,Bank
04-07-2023,SUZLON,Largecap,FMCG
04-07-2023,EQUITASBNK,Midcap,Bank
