date,symbol,marketcapname,sector
16-06-2023,BCG,Smallcap,I.T
16-06-2023,TTML,Midcap,Telecom
19-06-2023,MRPL,Largecap,Industrials
19-06-2023,ALOKINDS,Midcap,Textiles
19-06-2023,BCG,Smallcap,I.T
19-06-2023,TV18BRDCST,Midcap,Media
20-06-2023,MRPL,Largecap,Industrials
20-06-2023,ALOKINDS,Midcap,Textiles
20-06-2023,BCG,Smallcap,I.T
20-06-2023,INFIBEAM,Midcap,I.T
21-06-2023,MMTC,Midcap,Services
21-06-2023,BCG,Smallcap,I.T
22-06-2023,MOTHERSON,Largecap,Auto
22-06-2023,ALOKINDS,Midcap,Textiles
22-06-2023,BCG,Smallcap,I.T
22-06-2023,IDEA,Largecap,Telecom
27-06-2023,SJVN,Largecap,Miscellaneous
27-06-2023,RTNINDIA,Midcap,Miscellaneous
30-06-2023,BCG,Smallcap,I.T
03-07-2023,BCG,Smallcap,I.T
04-07-2023,SUZLON,Largecap,FMCG
05-07-2023,PNB,Largecap,Bank
05-07-2023,SUZLON,Largecap,FMCG
06-07-2023,BHEL,Largecap,FMCG
06-07-2023,MRPL,Largecap,Industrials
06-07-2023,MOTHERSON,Largecap,Auto
06-07-2023,SJVN,Largecap,Miscellaneous
07-07-2023,MAHABANK,Largecap,Bank
07-07-2023,SJVN,Largecap,Miscellaneous
12-07-2023,IDFCFIRSTB,Largecap,Bank
14-07-2023,ZOMATO,Largecap,I.T
17-07-2023,NATIONALUM,Largecap,Metals
18-07-2023,NATIONALUM,Largecap,Metals
19-07-2023,ALLCARGO,Smallcap,Services
20-07-2023,TTML,Midcap,Telecom
20-07-2023,PNB,Largecap,Bank
20-07-2023,MAHABANK,Largecap,Bank
20-07-2023,TV18BRDCST,Midcap,Media
20-07-2023,SJVN,Largecap,Miscellaneous
21-07-2023,SUZLON,Largecap,FMCG
24-07-2023,IRCON,Largecap,Realty
24-07-2023,MAHABANK,Largecap,Bank
24-07-2023,SUZLON,Largecap,FMCG
24-07-2023,RENUKA,Midcap,FMCG
25-07-2023,GMRINFRA,Largecap,Realty
25-07-2023,NHPC,Largecap,Miscellaneous
25-07-2023,SJVN,Largecap,Miscellaneous
26-07-2023,MSUMI,Largecap,Auto
26-07-2023,SJVN,Largecap,Miscellaneous
27-07-2023,IRCON,Largecap,Realty
27-07-2023,PNB,Largecap,Bank
27-07-2023,IDEA,Largecap,Telecom
28-07-2023,MMTC,Midcap,Services
01-08-2023,MMTC,Midcap,Services
01-08-2023,IRCON,Largecap,Realty
01-08-2023,UJJIVANSFB,Midcap,Bank
01-08-2023,SUZLON,Largecap,FMCG
01-08-2023,NBCC,Largecap,Miscellaneous
01-08-2023,IRFC,Largecap,Finance
02-08-2023,IDBI,Largecap,Bank
02-08-2023,IRFC,Largecap,Finance
03-08-2023,JMFINANCIL,Midcap,Finance
03-08-2023,RTNINDIA,Midcap,Miscellaneous
04-08-2023,IDBI,Largecap,Bank
04-08-2023,UJJIVANSFB,Midcap,Bank
04-08-2023,IRFC,Largecap,Finance
07-08-2023,IDEA,Largecap,Telecom
07-08-2023,NBCC,Largecap,Miscellaneous
07-08-2023,RTNINDIA,Midcap,Miscellaneous
07-08-2023,ZOMATO,Largecap,I.T
08-08-2023,HFCL,Midcap,Realty
08-08-2023,HUDCO,Largecap,Finance
08-08-2023,IRFC,Largecap,Finance
09-08-2023,HUDCO,Largecap,Finance
09-08-2023,MAHABANK,Largecap,Bank
10-08-2023,MMTC,Midcap,Services
10-08-2023,RTNINDIA,Midcap,Miscellaneous
11-08-2023,ALOKINDS,Midcap,Textiles
11-08-2023,SUZLON,Largecap,FMCG
14-08-2023,IOB,Largecap,Bank
14-08-2023,CENTRALBK,Largecap,Bank
17-08-2023,IOB,Largecap,Bank
17-08-2023,CENTRALBK,Largecap,Bank
17-08-2023,RTNINDIA,Midcap,Miscellaneous
21-08-2023,ALOKINDS,Midcap,Textiles
21-08-2023,HUDCO,Largecap,Finance
21-08-2023,NETWORK18,Midcap,Media
21-08-2023,TV18BRDCST,Midcap,Media
22-08-2023,MRPL,Largecap,Industrials
22-08-2023,TRIDENT,Largecap,Textiles
22-08-2023,NSLNISP,Largecap,Metals
23-08-2023,TRIDENT,Largecap,Textiles
23-08-2023,SUZLON,Largecap,FMCG
23-08-2023,GMRINFRA,Largecap,Realty
23-08-2023,NETWORK18,Midcap,Media
23-08-2023,SJVN,Largecap,Miscellaneous
23-08-2023,NBCC,Largecap,Miscellaneous
24-08-2023,CESC,Midcap,Miscellaneous
24-08-2023,MMTC,Midcap,Services
24-08-2023,ALOKINDS,Midcap,Textiles
24-08-2023,UCOBANK,Largecap,Bank
24-08-2023,SUZLON,Largecap,FMCG
25-08-2023,GMRINFRA,Largecap,Realty
25-08-2023,RTNINDIA,Midcap,Miscellaneous
28-08-2023,SUZLON,Largecap,FMCG
28-08-2023,RTNINDIA,Midcap,Miscellaneous
29-08-2023,TTML,Midcap,Telecom
29-08-2023,SUZLON,Largecap,FMCG
29-08-2023,SJVN,Largecap,Miscellaneous
30-08-2023,SUZLON,Largecap,FMCG
30-08-2023,INFIBEAM,Midcap,I.T
31-08-2023,SUZLON,Largecap,FMCG
31-08-2023,RTNINDIA,Midcap,Miscellaneous
31-08-2023,ZOMATO,Largecap,I.T
01-09-2023,HFCL,Midcap,Realty
01-09-2023,MSUMI,Largecap,Auto
01-09-2023,ALOKINDS,Midcap,Textiles
01-09-2023,EQUITASBNK,Midcap,Bank
04-09-2023,SAIL,Largecap,Metals
04-09-2023,MSUMI,Largecap,Auto
04-09-2023,TRIDENT,Largecap,Textiles
04-09-2023,JMFINANCIL,Midcap,Finance
04-09-2023,NATIONALUM,Largecap,Metals
04-09-2023,TTML,Midcap,Telecom
04-09-2023,IDEA,Largecap,Telecom
04-09-2023,IRB,Largecap,Realty
04-09-2023,IRFC,Largecap,Finance
05-09-2023,CESC,Midcap,Miscellaneous
05-09-2023,MMTC,Midcap,Services
05-09-2023,JMFINANCIL,Midcap,Finance
05-09-2023,UCOBANK,Largecap,Bank
05-09-2023,MAHABANK,Largecap,Bank
05-09-2023,YESBANK,Largecap,Bank
05-09-2023,RENUKA,Midcap,FMCG
05-09-2023,CENTRALBK,Largecap,Bank
05-09-2023,NBCC,Largecap,Miscellaneous
05-09-2023,RTNINDIA,Midcap,Miscellaneous
05-09-2023,IRFC,Largecap,Finance
05-09-2023,IDFCFIRSTB,Largecap,Bank
06-09-2023,IDBI,Largecap,Bank
06-09-2023,HFCL,Midcap,Realty
06-09-2023,MMTC,Midcap,Services
06-09-2023,TRIDENT,Largecap,Textiles
06-09-2023,UCOBANK,Largecap,Bank
06-09-2023,NETWORK18,Midcap,Media
06-09-2023,CENTRALBK,Largecap,Bank
06-09-2023,NBCC,Largecap,Miscellaneous
06-09-2023,IRFC,Largecap,Finance
07-09-2023,MMTC,Midcap,Services
07-09-2023,JMFINANCIL,Midcap,Finance
07-09-2023,RENUKA,Midcap,FMCG
07-09-2023,IDEA,Largecap,Telecom
08-09-2023,IRB,Largecap,Realty
08-09-2023,IRFC,Largecap,Finance
11-09-2023,EQUITASBNK,Midcap,Bank
11-09-2023,IRFC,Largecap,Finance
11-09-2023,INFIBEAM,Midcap,I.T
12-09-2023,BANKINDIA,Largecap,Bank
12-09-2023,IOB,Largecap,Bank
12-09-2023,UCOBANK,Largecap,Bank
12-09-2023,MAHABANK,Largecap,Bank
12-09-2023,RENUKA,Midcap,FMCG
12-09-2023,IDEA,Largecap,Telecom
12-09-2023,SJVN,Largecap,Miscellaneous
12-09-2023,IRFC,Largecap,Finance
12-09-2023,INFIBEAM,Midcap,I.T
14-09-2023,TRIDENT,Largecap,Textiles
14-09-2023,ALOKINDS,Midcap,Textiles
14-09-2023,IOB,Largecap,Bank
14-09-2023,PNB,Largecap,Bank
14-09-2023,UCOBANK,Largecap,Bank
14-09-2023,MAHABANK,Largecap,Bank
14-09-2023,NETWORK18,Midcap,Media
14-09-2023,IDEA,Largecap,Telecom
14-09-2023,CENTRALBK,Largecap,Bank
14-09-2023,SJVN,Largecap,Miscellaneous
14-09-2023,RTNINDIA,Midcap,Miscellaneous
14-09-2023,INFIBEAM,Midcap,I.T
15-09-2023,IOB,Largecap,Bank
15-09-2023,UNIONBANK,Largecap,Bank
15-09-2023,UCOBANK,Largecap,Bank
15-09-2023,RENUKA,Midcap,FMCG
15-09-2023,CENTRALBK,Largecap,Bank
15-09-2023,NHPC,Largecap,Miscellaneous
15-09-2023,NBCC,Largecap,Miscellaneous
18-09-2023,IOB,Largecap,Bank
18-09-2023,UCOBANK,Largecap,Bank
18-09-2023,YESBANK,Largecap,Bank
18-09-2023,IDEA,Largecap,Telecom
18-09-2023,CENTRALBK,Largecap,Bank
20-09-2023,IDBI,Largecap,Bank
20-09-2023,BCG,Smallcap,I.T
20-09-2023,IOB,Largecap,Bank
20-09-2023,UCOBANK,Largecap,Bank
20-09-2023,MAHABANK,Largecap,Bank
20-09-2023,CENTRALBK,Largecap,Bank
21-09-2023,BCG,Smallcap,I.T
21-09-2023,SJVN,Largecap,Miscellaneous
22-09-2023,BCG,Smallcap,I.T
25-09-2023,MAHABANK,Largecap,Bank
25-09-2023,IDEA,Largecap,Telecom
25-09-2023,CENTRALBK,Largecap,Bank
27-09-2023,BCG,Smallcap,I.T
27-09-2023,IOB,Largecap,Bank
27-09-2023,IDEA,Largecap,Telecom
28-09-2023,UJJIVANSFB,Midcap,Bank
03-10-2023,HUDCO,Largecap,Finance
04-10-2023,UJJIVANSFB,Midcap,Bank
04-10-2023,SUZLON,Largecap,FMCG
04-10-2023,EQUITASBNK,Midcap,Bank
05-10-2023,SUZLON,Largecap,FMCG
06-10-2023,SUZLON,Largecap,FMCG
06-10-2023,INFIBEAM,Midcap,I.T
09-10-2023,UJJIVANSFB,Midcap,Bank
09-10-2023,IRB,Largecap,Realty
09-10-2023,NBCC,Largecap,Miscellaneous
11-10-2023,MRPL,Largecap,Industrials
11-10-2023,MMTC,Midcap,Services
11-10-2023,IOB,Largecap,Bank
11-10-2023,UCOBANK,Largecap,Bank
11-10-2023,MAHABANK,Largecap,Bank
11-10-2023,CENTRALBK,Largecap,Bank
11-10-2023,IRB,Largecap,Realty
11-10-2023,EQUITASBNK,Midcap,Bank
